id,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf
9125,L53271,L,300.7,310.8,1412,57.5,14,0,0,0,0.0,0.0,0.0
9126,L50587,L,301.2,310.6,1567,34.5,109,0,0,0,0.0,0.0,0.0
9127,M17660,M,300.2,309.3,1523,38.7,89,0,0,0,0.0,0.0,0.0
9128,H35110,H,301.9,311.0,1839,24.8,30,0,0,0,0.0,0.0,0.0
9129,M19117,M,302.6,311.0,1651,32.4,122,0,0,0,0.0,0.0,0.0
9130,L52500,L,303.4,312.7,1402,50.7,98,0,0,0,0.0,0.0,0.0
9131,M17483,M,299.8,309.5,1453,48.8,115,0,0,0,0.0,0.0,0.0
9132,L51828,L,303.3,311.4,1630,32.5,175,0,0,0,0.0,0.0,0.0
9133,L53387,L,300.7,310.7,1447,40.7,82,0,0,0,0.0,0.0,0.0
9134,L56260,L,297.2,308.0,1774,25.0,163,0,0,0,0.0,0.0,0.0
9135,L49792,L,299.4,309.1,1459,45.3,70,0,0,0,0.0,0.0,0.0
9136,M24285,M,298.2,308.8,1390,47.0,0,0,0,0,0.0,0.0,0.0
9137,L55418,L,299.2,310.5,1418,49.1,72,0,0,0,0.0,0.0,0.0
9138,H33404,H,302.2,311.2,1672,28.2,122,0,0,0,0.0,0.0,0.0
9139,L51642,L,302.5,310.5,1479,47.5,197,0,0,0,0.0,0.0,0.0
9140,L48633,L,299.1,310.4,1458,40.9,85,0,0,0,0.0,0.0,0.0
9141,L53419,L,301.0,310.9,1544,36.3,166,0,0,0,0.0,0.0,0.0
9142,L49368,L,299.7,309.3,1442,49.5,60,0,0,0,0.0,0.0,0.0
9143,L48396,L,296.9,308.0,1526,38.5,146,0,0,0,0.0,0.0,0.0
9144,M21478,M,301.6,310.6,1350,65.8,104,1,0,0,0.0,0.0,0.0
9145,M23777,M,297.1,308.2,1419,51.0,202,0,0,0,0.0,0.0,0.0
9146,L50766,L,301.8,310.5,1754,29.8,139,0,0,0,0.0,0.0,0.0
9147,L52573,L,302.8,312.5,2165,17.7,0,0,0,0,0.0,0.0,0.0
9148,L53107,L,300.5,310.1,1425,49.3,49,0,0,0,0.0,0.0,0.0
9149,L55598,L,298.9,310.4,1533,37.8,9,0,0,0,0.0,0.0,0.0
9150,M16062,M,297.0,308.1,1355,37.1,190,0,0,0,0.0,0.0,0.0
9151,L48989,L,298.1,307.3,1612,36.0,47,0,0,0,0.0,0.0,0.0
9152,L49216,L,299.0,308.7,1606,35.7,96,0,0,0,0.0,0.0,0.0
9153,L57107,L,298.3,309.3,1497,38.9,168,0,0,0,0.0,0.0,0.0
9154,L52830,L,302.2,312.0,1456,49.8,208,0,0,0,0.0,0.0,0.0
9155,H29764,H,297.6,308.3,1390,49.6,190,0,0,0,0.0,0.0,0.0
9156,L47398,L,298.3,308.6,1447,51.2,146,0,0,0,0.0,0.0,0.0
9157,L52101,L,303.3,312.3,1379,49.0,74,0,0,0,0.0,0.0,0.0
9158,L56887,L,299.0,310.1,1378,46.7,114,0,0,0,0.0,0.0,0.0
9159,M24222,M,298.0,308.5,1392,44.0,58,0,0,0,0.0,0.0,0.0
9160,L52728,L,302.3,311.8,1657,31.0,5,0,0,0,0.0,0.0,0.0
9161,L49601,L,298.9,308.2,2384,15.0,170,0,0,0,0.0,0.0,0.0
9162,L55797,L,297.6,308.6,1418,45.3,15,0,0,0,0.0,0.0,0.0
9163,M23618,M,297.5,308.6,1372,55.4,168,0,0,0,0.0,0.0,0.0
9164,H39262,H,298.5,309.2,1472,48.4,50,0,0,0,0.0,0.0,0.0
9165,L56260,L,297.2,308.0,1472,35.7,163,0,0,0,0.0,0.0,0.0
9166,L56291,L,297.6,308.6,1351,51.0,64,0,0,0,0.0,0.0,0.0
9167,L48554,L,298.8,310.2,1435,42.8,199,0,0,0,0.0,0.0,0.0
9168,L49805,L,299.7,309.4,1640,37.4,196,0,0,0,0.0,0.0,0.0
9169,L55344,L,299.6,310.9,1518,36.3,137,0,0,0,0.0,0.0,0.0
9170,L55807,L,297.4,308.3,1355,45.8,43,0,0,0,0.0,0.0,0.0
9171,L50299,L,300.1,309.3,1379,48.7,26,0,0,0,0.0,0.0,0.0
9172,L56364,L,298.0,309.0,1665,36.6,22,0,0,0,0.0,0.0,0.0
9173,L55257,L,300.3,311.7,1441,52.0,195,0,0,0,0.0,0.0,0.0
9174,M16272,M,298.8,309.9,1395,55.2,194,0,0,0,0.0,0.0,0.0
9175,L48118,L,295.5,306.1,1614,32.9,49,0,0,0,0.0,0.0,0.0
9176,L50459,L,301.2,309.9,1331,50.7,12,0,0,0,0.0,0.0,0.0
9177,M21284,M,300.3,310.0,1394,49.9,9,0,0,0,0.0,0.0,0.0
9178,M21004,M,301.1,311.1,1615,37.7,146,0,0,0,0.0,0.0,0.0
9179,L53071,L,301.4,311.0,1334,44.6,157,0,0,0,0.0,0.0,0.0
9180,M20199,M,303.4,312.7,1567,35.8,48,0,0,0,0.0,0.0,0.0
9181,L52041,L,303.6,312.3,1824,23.5,109,0,0,0,0.0,0.0,0.0
9182,L50624,L,301.5,310.5,1270,57.4,208,0,0,0,0.0,0.0,0.0
9183,L48961,L,298.5,308.0,1459,41.8,48,0,0,0,0.0,0.0,0.0
9184,L49216,L,299.0,308.8,1623,32.9,96,0,0,0,0.0,0.0,0.0
9185,L47537,L,297.6,308.6,1615,32.0,66,0,0,0,0.0,0.0,0.0
9186,M18104,M,301.0,309.5,1451,48.8,135,0,0,0,0.0,0.0,0.0
9187,L48759,L,298.3,308.3,1371,54.9,96,0,0,0,0.0,0.0,0.0
9188,L57005,L,298.4,309.2,1598,32.4,74,0,0,0,0.0,0.0,0.0
9189,L53115,L,300.8,310.6,1496,46.4,166,0,0,0,0.0,0.0,0.0
9190,L53413,L,301.2,310.9,1615,33.6,146,0,0,0,0.0,0.0,0.0
9191,L49267,L,299.6,309.4,1740,25.6,14,0,0,0,0.0,0.0,0.0
9192,M20394,M,302.3,311.7,1483,43.9,116,0,0,0,0.0,0.0,0.0
9193,L56251,L,297.1,308.2,1357,44.2,156,0,0,0,0.0,0.0,0.0
9194,L56067,L,297.8,308.9,1903,22.1,106,0,0,0,0.0,0.0,0.0
9195,L55379,L,299.2,310.8,1511,37.9,24,0,0,0,0.0,0.0,0.0
9196,L53895,L,301.5,310.5,1452,48.1,92,0,0,0,0.0,0.0,0.0
9197,M22122,M,300.1,310.5,1725,28.9,10,0,0,0,0.0,0.0,0.0
9198,L53846,L,301.3,310.4,1414,51.4,155,0,0,0,0.0,0.0,0.0
9199,L48175,L,296.3,307.1,1583,35.3,162,0,0,0,0.0,0.0,0.0
9200,M15057,M,298.4,308.6,1527,32.3,7,0,0,0,0.0,0.0,0.0
9201,L52845,L,302.3,311.4,1530,37.7,23,0,0,0,0.0,0.0,0.0
9202,L55296,L,300.3,311.8,1452,41.0,12,0,0,0,0.0,0.0,0.0
9203,H33758,H,301.9,309.9,1763,27.3,166,0,0,0,0.0,0.0,0.0
9204,L47783,L,297.9,309.8,1409,50.0,33,0,0,0,0.0,0.0,0.0
9205,L52005,L,303.4,311.9,1419,50.6,24,0,0,0,0.0,0.0,0.0
9206,L55768,L,297.3,308.8,1589,33.5,169,0,0,0,0.0,0.0,0.0
9207,L50627,L,301.7,310.6,1540,34.5,216,0,0,0,0.0,0.0,0.0
9208,L52740,L,302.9,311.9,1511,36.6,184,0,0,0,0.0,0.0,0.0
9209,L55452,L,298.8,310.1,1403,52.6,190,0,0,0,0.0,0.0,0.0
9210,L49867,L,299.9,309.5,1628,35.2,31,0,0,0,0.0,0.0,0.0
9211,L51967,L,303.8,312.5,1456,48.0,188,0,0,0,0.0,0.0,0.0
9212,L56260,L,297.2,308.0,1460,43.0,26,0,0,0,0.0,0.0,0.0
9213,L56291,L,297.6,308.6,1566,31.8,127,0,0,0,0.0,0.0,0.0
9214,L51261,L,301.9,310.4,1336,58.2,110,1,0,1,0.0,0.0,0.0
9215,M22262,M,299.8,310.8,1515,42.8,156,0,0,0,0.0,0.0,0.0
9216,M23088,M,299.1,310.6,1457,49.3,139,0,0,0,0.0,0.0,0.0
9217,M23373,M,298.5,309.5,1518,36.5,12,0,0,0,0.0,0.0,0.0
9218,L50553,L,301.4,310.7,1568,36.6,23,0,0,0,0.0,0.0,0.0
9219,M24337,M,298.5,309.4,1692,31.9,197,0,0,0,0.0,0.0,0.0
9220,L53132,L,300.7,310.8,1430,43.1,104,0,0,0,0.0,0.0,0.0
9221,M21224,M,300.0,309.5,1461,46.8,56,0,0,0,0.0,0.0,0.0
9222,M23210,M,298.7,309.6,1348,54.6,17,0,0,0,0.0,0.0,0.0
9223,L50594,L,301.4,310.3,1555,36.0,5,0,0,0,0.0,0.0,0.0
9224,L51318,L,302.3,310.7,1431,48.1,184,0,0,0,0.0,0.0,0.0
9225,M19080,M,302.2,310.8,1467,32.9,31,0,0,0,0.0,0.0,0.0
9226,M19955,M,304.1,313.5,1445,43.1,88,0,0,0,0.0,0.0,0.0
9227,L51634,L,302.4,310.2,1801,25.6,179,0,0,0,0.0,0.0,0.0
9228,L53272,L,300.9,310.8,1560,37.8,18,0,0,0,0.0,0.0,0.0
9229,L48599,L,298.7,310.1,1453,42.8,106,0,0,0,0.0,0.0,0.0
9230,L53978,L,301.2,310.9,1617,33.4,194,0,0,0,0.0,0.0,0.0
9231,L53042,L,301.3,311.0,1648,28.7,85,0,0,0,0.0,0.0,0.0
9232,L53718,L,301.4,310.7,1550,37.7,84,0,0,0,0.0,0.0,0.0
9233,L53132,L,300.7,310.8,1563,33.8,114,0,0,0,0.0,0.0,0.0
9234,L54774,L,300.6,311.3,1531,35.6,0,0,0,0,0.0,0.0,0.0
9235,L54230,L,300.6,310.4,1438,43.6,94,0,0,0,0.0,0.0,0.0
9236,H37712,H,298.8,310.1,1435,39.2,37,0,0,0,0.0,0.0,0.0
9237,L50627,L,301.4,310.4,1334,49.2,62,1,0,0,0.0,0.0,0.0
9238,L55092,L,300.7,312.1,1498,49.2,155,0,0,0,0.0,0.0,0.0
9239,M16510,M,298.2,308.0,1445,46.6,137,0,0,0,0.0,0.0,0.0
9240,L54274,L,300.6,310.2,1431,45.9,17,0,0,0,0.0,0.0,0.0
9241,L54777,L,300.5,311.0,1522,38.5,148,0,0,0,0.0,0.0,0.0
9242,L49089,L,298.0,307.7,1616,32.7,184,0,0,0,0.0,0.0,0.0
9243,L56448,L,298.2,308.8,1711,28.7,174,0,0,0,0.0,0.0,0.0
9244,L56134,L,297.3,308.0,1447,52.7,2,0,0,0,0.0,0.0,0.0
9245,L47575,L,297.4,308.4,1526,37.6,18,0,0,0,0.0,0.0,0.0
9246,L56002,L,297.5,308.8,1575,34.0,132,0,0,0,0.0,0.0,0.0
9247,L55041,L,300.5,312.0,1842,23.2,23,0,0,0,0.0,0.0,0.0
9248,L54979,L,300.0,311.4,1374,41.9,92,0,0,0,0.0,0.0,0.0
9249,L53662,L,300.6,309.9,1480,52.9,153,0,0,0,0.0,0.0,0.0
9250,L53113,L,300.4,310.4,1412,43.0,56,0,0,0,0.0,0.0,0.0
9251,L56049,L,298.0,309.0,1528,37.5,113,0,0,0,0.0,0.0,0.0
9252,H30102,H,297.6,309.0,1763,26.1,34,0,0,0,0.0,0.0,0.0
9253,L51513,L,301.6,309.8,1588,48.6,89,0,0,0,0.0,0.0,0.0
9254,L56763,L,299.4,310.2,1748,28.2,10,0,0,0,0.0,0.0,0.0
9255,L55414,L,299.4,310.6,1546,33.8,87,0,0,0,0.0,0.0,0.0
9256,L48365,L,297.3,308.4,1491,46.5,15,0,0,0,0.0,0.0,0.0
9257,L47897,L,297.4,308.7,1612,33.3,125,0,0,0,0.0,0.0,0.0
9258,L56133,L,297.2,308.0,1437,36.0,104,0,0,0,0.0,0.0,0.0
9259,M23323,M,298.6,309.6,1743,24.0,51,0,0,0,0.0,0.0,0.0
9260,L52120,L,303.6,312.3,1452,43.2,108,0,0,0,0.0,0.0,0.0
9261,H30814,H,298.8,310.0,1462,43.8,161,0,0,0,0.0,0.0,0.0
9262,M15666,M,297.0,307.9,1430,43.0,115,0,0,0,0.0,0.0,0.0
9263,L49627,L,299.3,308.7,1550,36.6,54,0,0,0,0.0,0.0,0.0
9264,L56440,L,298.2,309.0,1377,39.2,8,0,0,0,0.0,0.0,0.0
9265,M22342,M,300.1,311.4,1662,28.8,143,0,0,0,0.0,0.0,0.0
9266,H39009,H,298.8,309.4,1456,45.3,179,0,0,0,0.0,0.0,0.0
9267,L57146,L,298.7,308.6,1367,49.8,153,0,0,0,0.0,0.0,0.0
9268,L47436,L,298.0,308.2,1568,33.5,12,0,0,0,0.0,0.0,0.0
9269,L48381,L,297.0,308.1,1658,35.6,74,0,0,0,0.0,0.0,0.0
9270,L53169,L,300.7,310.7,1440,40.7,209,0,0,0,0.0,0.0,0.0
9271,H35912,H,301.5,310.7,1442,44.1,210,0,0,0,0.0,0.0,0.0
9272,H38176,H,297.5,308.7,1824,24.0,179,0,0,0,0.0,0.0,0.0
9273,M20519,M,302.3,311.4,1476,44.5,12,0,0,0,0.0,0.0,0.0
9274,L56942,L,298.6,309.7,1402,60.6,108,0,0,0,0.0,0.0,0.0
9275,L55227,L,300.5,311.9,1606,35.1,156,0,0,0,0.0,0.0,0.0
9276,L47625,L,297.6,308.5,1413,46.7,13,0,0,0,0.0,0.0,0.0
9277,H32414,H,300.5,309.8,1423,49.6,137,0,0,0,0.0,0.0,0.0
9278,H33912,H,302.6,310.0,1604,36.0,101,0,0,0,0.0,0.0,0.0
9279,L47944,L,296.7,307.9,1333,58.7,5,0,0,0,0.0,0.0,0.0
9280,L47677,L,297.6,309.6,1447,44.1,2,0,0,0,0.0,0.0,0.0
9281,L51970,L,303.8,312.8,1692,29.8,149,0,0,0,0.0,0.0,0.0
9282,M15249,M,297.6,308.6,1584,35.2,147,0,0,0,0.0,0.0,0.0
9283,L56970,L,298.6,309.5,1483,43.2,64,0,0,0,0.0,0.0,0.0
9284,L51416,L,302.2,310.9,1608,33.9,66,0,0,0,0.0,0.0,0.0
9285,L48406,L,297.1,308.5,1521,40.7,2,0,0,0,0.0,0.0,0.0
9286,M22288,M,300.1,311.5,1708,27.0,45,0,0,0,0.0,0.0,0.0
9287,M17554,M,300.1,309.7,1432,45.4,47,0,0,0,0.0,0.0,0.0
9288,L49762,L,299.2,308.9,1754,26.3,193,0,0,0,0.0,0.0,0.0
9289,L56614,L,298.0,308.7,1515,40.6,176,0,0,0,0.0,0.0,0.0
9290,L50565,L,301.4,310.7,1589,38.1,53,0,0,0,0.0,0.0,0.0
9291,L49518,L,299.3,308.3,1521,44.5,156,0,0,0,0.0,0.0,0.0
9292,L56987,L,298.2,309.0,1387,48.0,141,0,0,0,0.0,0.0,0.0
9293,M18671,M,302.1,311.2,1449,42.2,81,0,0,0,0.0,0.0,0.0
9294,L52965,L,301.7,311.0,1611,31.0,24,0,0,0,0.0,0.0,0.0
9295,M22789,M,300.8,311.6,1669,29.2,200,0,0,0,0.0,0.0,0.0
9296,L53491,L,300.9,310.3,1356,44.5,135,0,0,0,0.0,0.0,0.0
9297,M24423,M,299.6,310.9,1687,26.5,48,0,0,0,0.0,0.0,0.0
9298,M18470,M,301.7,310.9,1594,32.4,204,0,0,0,0.0,0.0,0.0
9299,L50013,L,300.3,309.2,1613,31.1,169,0,0,0,0.0,0.0,0.0
9300,L55813,L,297.4,308.3,1694,27.4,5,0,0,0,0.0,0.0,0.0
9301,M15388,M,297.5,309.5,1434,39.0,60,0,0,0,0.0,0.0,0.0
9302,H30570,H,297.0,307.9,1568,33.3,174,0,0,0,0.0,0.0,0.0
9303,L52819,L,302.6,312.1,1692,31.6,180,0,0,0,0.0,0.0,0.0
9304,M21360,M,300.9,310.0,1498,46.6,201,0,0,0,0.0,0.0,0.0
9305,L49078,L,297.8,307.5,1418,47.5,176,0,0,0,0.0,0.0,0.0
9306,L48220,L,296.7,307.7,1884,23.0,84,0,0,0,0.0,0.0,0.0
9307,M19552,M,303.4,311.5,1606,29.6,122,0,0,0,0.0,0.0,0.0
9308,L47220,L,298.7,309.1,1395,48.2,113,0,0,0,0.0,0.0,0.0
9309,L48997,L,298.0,307.9,1587,32.5,145,0,0,0,0.0,0.0,0.0
9310,M23276,M,298.8,309.9,1685,31.1,104,0,0,0,0.0,0.0,0.0
9311,L48221,L,296.6,307.6,1498,38.2,146,0,0,0,0.0,0.0,0.0
9312,M22131,M,300.2,310.4,1293,49.3,7,0,0,0,0.0,0.0,0.0
9313,L56162,L,297.0,307.7,1315,60.1,2,0,0,0,0.0,0.0,0.0
9314,L56258,L,297.3,308.1,1554,35.7,37,0,0,0,0.0,0.0,0.0
9315,L54733,L,300.3,311.4,1505,39.6,24,0,0,0,0.0,0.0,0.0
9316,H32557,H,300.4,310.0,1550,32.0,17,0,0,0,0.0,0.0,0.0
9317,M17151,M,299.5,308.8,1363,53.9,117,0,0,0,0.0,0.0,0.0
9318,L53933,L,301.6,310.9,1452,50.7,195,0,0,0,0.0,0.0,0.0
9319,L56454,L,298.2,308.8,1428,54.9,2,0,0,0,0.0,0.0,0.0
9320,L53142,L,300.5,310.8,1539,49.3,125,0,0,0,0.0,0.0,0.0
9321,L51566,L,301.9,309.7,1459,45.3,114,0,0,0,0.0,0.0,0.0
9322,M19249,M,302.0,310.0,1451,46.0,9,0,0,0,0.0,0.0,0.0
9323,L54011,L,301.0,311.0,1565,52.3,183,0,0,0,0.0,0.0,0.0
9324,L52897,L,302.3,312.0,1717,28.1,171,0,0,0,0.0,0.0,0.0
9325,L54912,L,300.5,311.6,1632,30.1,138,0,0,0,0.0,0.0,0.0
9326,L57070,L,298.8,309.5,1466,45.4,159,0,0,0,0.0,0.0,0.0
9327,L55471,L,298.9,310.5,1717,34.6,17,0,0,0,0.0,0.0,0.0
9328,L48493,L,298.9,310.2,1568,34.9,166,0,0,0,0.0,0.0,0.0
9329,L56551,L,297.7,308.4,1451,48.2,34,0,0,0,0.0,0.0,0.0
9330,L53441,L,300.7,310.6,1350,49.8,10,0,0,0,0.0,0.0,0.0
9331,L56543,L,298.0,308.6,1510,37.5,61,0,0,0,0.0,0.0,0.0
9332,L55080,L,300.8,312.4,1825,23.8,137,0,0,0,0.0,0.0,0.0
9333,M23643,M,297.4,308.5,1484,40.0,51,0,0,0,0.0,0.0,0.0
9334,L55936,L,297.5,308.5,1461,43.9,164,0,0,0,0.0,0.0,0.0
9335,L56261,L,297.3,308.0,1527,35.1,137,0,0,0,0.0,0.0,0.0
9336,L50587,L,301.2,310.4,1631,28.9,115,0,0,0,0.0,0.0,0.0
9337,L54206,L,300.7,310.6,1471,39.6,106,0,0,0,0.0,0.0,0.0
9338,L50697,L,302.0,311.0,1405,55.3,184,0,0,0,0.0,0.0,0.0
9339,L54778,L,300.5,311.1,1442,47.7,9,0,0,0,0.0,0.0,0.0
9340,M23773,M,297.4,308.5,1487,46.9,173,0,0,0,0.0,0.0,0.0
9341,L51652,L,302.7,310.3,1670,27.7,4,0,0,0,0.0,0.0,0.0
9342,L53004,L,301.2,310.7,1412,49.3,217,0,0,0,0.0,0.0,0.0
9343,L49814,L,299.8,309.7,1554,32.0,117,0,0,0,0.0,0.0,0.0
9344,L56277,L,297.3,308.1,1457,45.2,117,0,0,0,0.0,0.0,0.0
9345,L54626,L,300.2,311.8,1551,34.9,46,0,0,0,0.0,0.0,0.0
9346,H38812,H,298.2,308.9,1782,27.7,181,0,0,0,0.0,0.0,0.0
9347,L49645,L,298.9,308.6,1534,40.7,124,0,0,0,0.0,0.0,0.0
9348,L50763,L,301.8,310.9,1427,43.2,96,0,0,0,0.0,0.0,0.0
9349,L56317,L,297.7,308.7,1666,32.9,104,0,0,0,0.0,0.0,0.0
9350,M21132,M,301.1,310.6,1429,45.7,35,0,0,0,0.0,0.0,0.0
9351,L55091,L,300.7,312.1,1474,36.9,119,0,0,0,0.0,0.0,0.0
9352,M23561,M,297.2,308.6,1459,37.9,27,0,0,0,0.0,0.0,0.0
9353,L54488,L,300.4,310.4,1360,45.9,131,0,0,0,0.0,0.0,0.0
9354,L48231,L,296.4,307.6,1545,35.6,110,0,0,0,0.0,0.0,0.0
9355,L51643,L,302.6,310.3,2016,19.9,199,0,0,0,0.0,0.0,0.0
9356,L53322,L,300.9,310.9,1424,53.9,148,0,0,0,0.0,0.0,0.0
9357,L55045,L,300.5,311.9,1476,41.6,192,0,0,0,0.0,0.0,0.0
9358,L53671,L,300.6,310.0,1596,31.7,178,0,0,0,0.0,0.0,0.0
9359,M19457,M,303.0,311.2,1378,50.6,103,0,0,0,0.0,0.0,0.0
9360,L52993,L,301.2,311.1,1491,42.5,191,0,0,0,0.0,0.0,0.0
9361,L48646,L,298.7,309.8,1426,50.5,111,0,0,0,0.0,0.0,0.0
9362,L47467,L,298.2,308.3,1805,36.7,45,0,0,0,0.0,0.0,0.0
9363,H33150,H,302.2,311.1,1430,47.0,7,0,0,0,0.0,0.0,0.0
9364,L48908,L,298.2,307.8,1608,33.5,109,0,0,0,0.0,0.0,0.0
9365,M24550,M,298.8,309.5,1445,40.2,149,0,0,0,0.0,0.0,0.0
9366,L50674,L,301.9,311.0,1642,32.6,121,0,0,0,0.0,0.0,0.0
9367,L49828,L,299.8,309.5,1436,51.6,131,0,0,0,0.0,0.0,0.0
9368,M18082,M,300.6,309.7,1513,42.4,76,0,0,0,0.0,0.0,0.0
9369,M19213,M,302.0,311.0,1754,23.7,176,0,0,0,0.0,0.0,0.0
9370,L56383,L,297.8,308.8,1559,41.2,0,0,0,0,0.0,0.0,0.0
9371,H33761,H,301.9,309.8,1390,49.9,143,0,0,0,0.0,0.0,0.0
9372,L56922,L,298.9,310.2,1623,37.2,98,0,0,0,0.0,0.0,0.0
9373,M18387,M,301.9,310.9,1729,26.8,2,0,0,0,0.0,0.0,0.0
9374,M23265,M,298.5,309.5,1462,45.1,0,0,0,0,0.0,0.0,0.0
9375,L55550,L,298.8,309.7,1534,38.3,27,0,0,0,0.0,0.0,0.0
9376,H36710,H,300.0,310.1,1881,21.9,102,0,0,0,0.0,0.0,0.0
9377,L54908,L,300.4,311.7,1525,44.5,117,0,0,0,0.0,0.0,0.0
9378,L47461,L,298.2,308.2,1348,58.5,158,0,0,0,0.0,0.0,0.0
9379,M23793,M,297.4,308.1,1544,41.7,169,0,0,0,0.0,0.0,0.0
9380,L48795,L,297.8,308.0,1869,22.5,46,0,0,0,0.0,0.0,0.0
9381,L47349,L,298.4,308.2,1597,34.6,17,0,0,0,0.0,0.0,0.0
9382,M21681,M,301.2,310.8,1623,33.6,135,0,0,0,0.0,0.0,0.0
9383,L52655,L,302.7,312.5,1636,28.9,177,0,0,0,0.0,0.0,0.0
9384,L56907,L,298.8,309.8,1449,39.6,94,0,0,0,0.0,0.0,0.0
9385,M17935,M,300.0,309.2,1609,33.0,80,0,0,0,0.0,0.0,0.0
9386,L55257,L,300.3,311.8,1414,46.4,121,0,0,0,0.0,0.0,0.0
9387,M19069,M,302.2,310.8,1297,47.0,3,0,0,0,0.0,0.0,0.0
9388,L55798,L,297.6,308.6,1536,39.8,14,0,0,0,0.0,0.0,0.0
9389,H33772,H,302.0,309.9,1606,35.6,156,0,0,0,0.0,0.0,0.0
9390,L55816,L,297.5,308.3,1723,27.3,13,0,0,0,0.0,0.0,0.0
9391,M16074,M,296.8,307.8,1529,37.6,115,0,0,0,0.0,0.0,0.0
9392,L47522,L,297.4,308.2,1471,51.2,25,0,0,0,0.0,0.0,0.0
9393,L47594,L,297.4,308.4,1573,38.7,207,0,0,0,0.0,0.0,0.0
9394,M17236,M,299.3,308.6,1488,44.3,104,0,0,0,0.0,0.0,0.0
9395,L56242,L,297.2,308.3,1443,42.8,34,0,0,0,0.0,0.0,0.0
9396,L56473,L,298.2,309.0,1463,39.0,93,0,0,0,0.0,0.0,0.0
9397,L54545,L,299.5,310.0,1541,38.2,54,0,0,0,0.0,0.0,0.0
9398,L50650,L,301.8,310.8,1550,36.4,56,0,0,0,0.0,0.0,0.0
9399,L56322,L,297.5,308.5,1430,43.8,114,0,0,0,0.0,0.0,0.0
9400,L48409,L,297.1,308.4,1504,53.5,153,0,0,0,0.0,0.0,0.0
9401,L48567,L,298.9,310.1,1653,29.7,131,0,0,0,0.0,0.0,0.0
9402,L53008,L,301.3,311.1,1504,40.1,2,0,0,0,0.0,0.0,0.0
9403,L55110,L,300.6,311.6,1455,48.0,24,0,0,0,0.0,0.0,0.0
9404,L52966,L,301.7,311.2,1636,32.1,128,0,0,0,0.0,0.0,0.0
9405,M20932,M,300.9,310.8,1457,30.2,96,0,0,0,0.0,0.0,0.0
9406,L56628,L,298.2,309.0,1421,44.1,91,0,0,0,0.0,0.0,0.0
9407,L56495,L,298.5,309.5,1525,38.3,155,0,0,0,0.0,0.0,0.0
9408,M21226,M,299.9,309.5,1418,48.1,62,0,0,0,0.0,0.0,0.0
9409,H34089,H,303.5,311.5,1629,32.5,197,0,0,0,0.0,0.0,0.0
9410,L51760,L,303.0,311.2,1521,35.6,160,0,0,0,0.0,0.0,0.0
9411,M24849,M,298.8,308.7,1384,59.3,199,0,0,0,0.0,0.0,0.0
9412,M14918,M,298.8,309.0,1390,49.5,162,0,0,0,0.0,0.0,0.0
9413,L48544,L,298.7,310.1,1558,36.7,68,0,0,0,0.0,0.0,0.0
9414,L52922,L,302.2,311.7,1397,52.6,184,0,0,0,0.0,0.0,0.0
9415,L53296,L,300.8,310.9,1511,43.9,24,0,0,0,0.0,0.0,0.0
9416,L50989,L,302.0,310.8,1446,44.3,84,0,0,0,0.0,0.0,0.0
9417,L56221,L,297.3,308.3,1309,61.5,64,0,0,0,0.0,0.0,0.0
9418,L54536,L,299.6,310.2,1433,42.9,73,0,0,0,0.0,0.0,0.0
9419,L52557,L,302.9,312.4,1390,47.8,113,0,0,0,0.0,0.0,0.0
9420,M21687,M,301.0,310.9,1592,33.0,162,0,0,0,0.0,0.0,0.0
9421,M21865,M,300.7,310.6,1567,35.3,107,0,0,0,0.0,0.0,0.0
9422,L47962,L,296.8,307.9,1798,29.9,48,0,0,0,0.0,0.0,0.0
9423,L52163,L,303.8,313.0,1442,47.3,211,0,0,0,0.0,0.0,0.0
9424,M17978,M,300.1,309.2,1352,46.9,162,0,0,0,0.0,0.0,0.0
9425,M15766,M,295.6,306.1,1450,43.3,68,0,0,0,0.0,0.0,0.0
9426,L49197,L,298.6,308.4,1727,27.6,50,0,0,0,0.0,0.0,0.0
9427,L49087,L,297.9,307.6,1567,35.2,180,0,0,0,0.0,0.0,0.0
9428,L51377,L,302.4,311.0,1346,48.5,193,1,0,1,0.0,0.0,0.0
9429,L55820,L,297.6,308.5,1410,47.6,76,0,0,0,0.0,0.0,0.0
9430,L50651,L,301.8,310.7,1477,49.3,58,0,0,0,0.0,0.0,0.0
9431,L56817,L,299.2,310.2,1463,38.9,160,0,0,0,0.0,0.0,0.0
9432,M21765,M,301.0,311.5,1382,53.7,162,0,0,0,0.0,0.0,0.0
9433,L53413,L,301.2,310.9,1467,37.1,166,0,0,0,0.0,0.0,0.0
9434,M16334,M,298.2,308.2,1478,46.5,59,0,0,0,0.0,0.0,0.0
9435,L52555,L,302.9,312.4,1534,39.9,0,0,0,0,0.0,0.0,0.0
9436,L51759,L,303.0,311.2,1355,61.8,127,1,0,0,0.0,0.0,0.0
9437,L47721,L,297.4,309.4,1563,38.1,96,0,0,0,0.0,0.0,0.0
9438,H37374,H,301.1,312.2,1496,42.6,52,0,0,0,0.0,0.0,0.0
9439,L48231,L,296.6,307.7,1555,40.6,153,0,0,0,0.0,0.0,0.0
9440,M16243,M,298.9,310.2,1540,39.0,121,0,0,0,0.0,0.0,0.0
